Product ID,Product Name,Revenue,Profit,Quantity
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885,15.048999999999495,26
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",5436.158,-474.74140000000006,54
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,5398.323,-304.99,34
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,5282.424,-989.0496,24
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081,-126.44100000000003,27
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.176,-404.00640000000004,22
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,4952.673,-450.2430000000006,30
FUR-CH-10000513,High-Back Leather Manager's Chair,4770.633,-197.5848,42
OFF-ST-10002743,SAFCO Boltless Steel Shelving,4704.696,-470.4696000000001,46
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",4544.925,-192.18540000000002,24
OFF-ST-10001809,Fellowes Officeware Wire Shelving,4509.465999999999,-332.37100000000004,55
TEC-PH-10002200,Samsung Galaxy Note 2,4507.902,-128.79719999999998,14
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4446.175,-1147.4,25
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.0560000000005,41.11679999999912,24
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",4384.044,-36.53369999999964,33
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644,-611.5877999999999,11
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",4199.456,-635.444,35
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,-503.1194,59
FUR-TA-10001768,Hon Racetrack Conference Tables,3963.901,-598.5228,22
TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),3743.7920000000004,21.5987999999999,22
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538,-491.1750000000001,35
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.0056,-208.6504,34
FUR-TA-10002645,Hon Rectangular Conference Tables,3481.515,-295.815,20
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",3457.442,-392.548,30
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7704,-755.7515999999999,21
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,3317.0119999999997,-530.0380000000001,25
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,3253.2200000000003,-164.72000000000003,20
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,3222.996,-461.3308,22
OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3178.13,-167.27,20
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,3140.55,-401.99040000000014,18
OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,3035.208,24.143700000000003,27
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,3028.652,-3.2392000000000234,39
OFF-SU-10000157,Compact Automatic Electric Letter Opener,2982.75,-57.268799999999956,26
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,2970.059,-78.637,28
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,2946.3668,-767.7436,22
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,2946.2,-872.0751999999999,18
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,2913.9139999999998,-445.391,25
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,2904.161,-170.83300000000008,17
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",2847.7799999999997,-328.59,20
TEC-MA-10001148,Okidata MB491 Multifunction Printer,2844.2999999999997,-434.13,9
OFF-SU-10000646,Premier Automatic Letter Opener,2836.366,-427.8586,14
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",2793.808,-360.36500000000035,41
FUR-TA-10001039,KI Adjustable-Height Table,2764.257,-226.1274,47
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740.197,-975.0988,37
OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",2730.108,-68.80759999999985,26
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",2671.421,-519.941,20
OFF-SU-10003505,Premier Electric Letter Opener,2641.6079999999997,-7.105427357601002e-15,24
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,-48.7959999999997,15
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,2542.467,-445.587,15
TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,-251.9958,7
OFF-ST-10004123,Safco Industrial Wire Shelving System,2511.0480000000002,-218.352,30
OFF-ST-10001370,Sensible Storage WireTech Storage Systems,2484.2999999999997,-78.07800000000022,38
FUR-CH-10004289,Global Super Steno Chair,2389.902,-1.2434497875801753e-13,30
TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,2359.941,-447.9888,13
TEC-MA-10002073,"3D Systems Cube Printer, 2nd Generation, White",2339.982,-467.9964,3
TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,2330.65,-785.7620000000001,13
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2299.75,-172.9412,28
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2298.114,-12.13290000000027,39
TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,2252.432,-119.119,15
FUR-TA-10002533,BPI Conference Tables,2241.8675,-795.9725,26
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,2200.464,-130.98000000000002,20
FUR-TA-10002607,KI Conference Tables,2140.878,-479.2164,44
FUR-TA-10002774,Laminate Occasional Tables,2096.168,-206.5342000000001,18
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",2064.228,-173.12879999999998,24
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",2058.496,-529.76,19
FUR-TA-10004086,KI Adjustable-Height Table,2056.694,10.68719999999999,32
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,2040.054,-115.3074,18
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",2033.496,-456.7032,9
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35,-460.6660000000002,10
TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,2027.304,-339.7104,18
TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,2018.702,10.299500000000009,13
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,1952.43,-74.34750000000005,33
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",1912.308,-68.10959999999997,18
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1909.8178,-78.18639999999999,19
FUR-BO-10004467,Bestar Classic Bookcase,1897.8102,-612.9386999999999,31
FUR-CH-10003833,Novimex Fabric Task Chair,1890.3799999999999,-131.107,39
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",1875.034,-70.49,15
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,1775.68,-228.61880000000002,21
FUR-CH-10003396,Global Deluxe Steno Chair,1770.54,-216.31380000000001,29
OFF-ST-10001963,Tennsco Regal Shelving Units,1764.534,-6.084600000000009,18
FUR-CH-10004860,Global Low Back Tilter Chair,1746.9540000000002,-246.3912000000001,21
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,1744.472,-206.9692,16
TEC-AC-10001142,First Data FD10 PIN Pad,1722.2,15.799999999999905,24
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.25,-1148.4375,15
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",1689.968,-114.6764,13
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,1686.904,-36.4736,18
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1646.9180000000001,-285.9484,12
OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",1635.796,-110.13279999999992,22
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,-343.0956,26
TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,1619.82,-22.497500000000002,5
FUR-BO-10001608,"Hon Metal Bookcases, Black",1570.0776,-26.972400000000007,30
TEC-PH-10002645,LG G2,1499.97,-374.9925,5
TEC-AC-10002076,Microsoft Natural Keyboard Elite,1497.0,20.95799999999999,29
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,1474.308,-191.86200000000002,22
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",1469.1599999999999,-40.57680000000002,26
OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",1445.2640000000001,-24.496,24
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.232,-143.6232,12
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",1427.683,-8.549000000000031,10
OFF-ST-10002790,Safco Industrial Shelving,1427.552,-154.56669999999997,16
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.8878,-20.293000000000006,32
OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,1426.308,-12.792,50
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",1400.2559999999999,-179.6652,31
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",1396.442,-20.73320000000001,28
TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,1391.4,-55.656,4
FUR-BO-10003893,Sauder Camden County Collection Library,1368.2620000000002,-103.482,16
OFF-ST-10003656,Safco Industrial Wire Shelving,1363.058,-126.7068,16
TEC-MA-10003230,Okidata C610n Printer,1362.9,-19.4700000000001,3
FUR-CH-10003968,Novimex Turbo Task Chair,1341.522,-32.65079999999999,22
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,1311.876,-42.109599999999965,19
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.128,-111.32800000000003,20
FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",1296.028,-177.3512,6
OFF-ST-10002554,Tennsco Industrial Shelving,1281.442,-108.58019999999999,29
FUR-BO-10001798,Bush Somerset Collection Bookcase,1263.9569999999999,-56.321399999999976,12
FUR-TA-10003469,Balt Split Level Computer Training Table,1256.685,-386.621,20
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,1229.754,-11.997600000000038,27
TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.705,-1057.23,10
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.9360000000001,-256.5636,18
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,-30.228800000000035,24
TEC-PH-10002789,LG Exalt,1154.326,-212.1464,12
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999,-125.1996,33
OFF-BI-10004224,Catalog Binders with Expanding Posts,1089.936,-242.20800000000003,36
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,-104.832,16
OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,1073.248,-121.96000000000001,20
FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.344,-78.36359999999999,9
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.624,24.19600000000004,10
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,1039.87,43.194599999999994,14
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.3520000000001,-9.303200000000004,6
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.174,-418.548,10
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,43.1991,3
TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,1007.4,33.809999999999924,17
FUR-TA-10000849,Bevis Rectangular Conference Tables,1007.262,-586.8396,13
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",1002.936,-267.44960000000003,19
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,967.84,12.097999999999992,10
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82,-63.588000000000015,20
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",935.1972,-125.74080000000001,10
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.768,37.9905,25
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,922.74,-133.4424000000001,16
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,917.9200000000001,-415.9325,5
FUR-CH-10002304,"Global Stack Chair without Arms, Black",901.5060000000001,44.166,44
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0,38.012,44
OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",872.256,-52.569000000000045,25
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.858,-9.937200000000004,17
OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",849.3119999999999,-47.184,16
OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",834.6,-82.17599999999999,42
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,832.238,-91.50019999999998,41
FUR-TA-10001857,Balt Solid Wood Rectangular Table,828.0965,-216.2545,11
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,-117.882,9
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.252,-17.03280000000001,16
FUR-CH-10004540,Global Chrome Stack Chair,815.864,15.0832,32
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,779.87,14.99750000000002,17
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,778.736,42.536,50
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.6679999999999,-222.7365,15
FUR-BO-10002268,Sauder Barrister Bookcases,754.7336,-294.7672,16
FUR-BO-10002824,Bush Mission Pointe Library,748.8607999999999,24.156800000000004,6
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,723.842,-133.1092,21
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,723.51,-506.457,6
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,711.288,7.204800000000006,56
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',704.691,39.371399999999994,44
TEC-MA-10001695,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,-938.28,6
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,699.9,17.49750000000001,13
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.194,-158.48579999999998,7
TEC-PH-10000562,Samsung Convoy 3,688.138,-31.077199999999998,9
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",671.14,39.101200000000006,38
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.6759999999999,43.706,25
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,664.832,-78.016,15
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",661.942,-9.245000000000005,33
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,653.121,-148.3962,22
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.376,-97.4064,14
TEC-MA-10001856,Okidata C610n Printer,649.0,-272.58,2
FUR-TA-10004767,Safco Drafting Table,638.8199999999999,34.07039999999995,12
TEC-PH-10004080,Avaya 5410 Digital phone,625.508,-10.878400000000003,13
TEC-PH-10001527,Plantronics MX500i Earset,618.48,-6.4425,15
TEC-PH-10003092,Motorola L804,607.068,-13.337100000000007,19
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,599.88,-23.99520000000006,13
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",598.308,-57.372,16
TEC-PH-10000675,Panasonic KX TS3282B Corded phone,590.328,44.2746,9
OFF-ST-10000676,Fellowes Econo/Stor Drawers,581.58,-56.2194,7
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192,17.44779999999998,17
FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",544.6148000000001,-310.8642,5
FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,540.804,-12.290999999999997,9
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",526.612,-201.51279999999997,46
OFF-ST-10003641,Space Solutions Industrial Galvanized Steel Shelving.,520.0799999999999,-20.487999999999957,7
FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,519.941,-39.443800000000024,4
OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,518.9399999999999,4.68719999999999,32
FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.556,23.538199999999996,13
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,496.018,-411.332,15
TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,495.6,16.107,9
TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,491.836,32.989000000000004,17
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,489.37919999999997,-70.8312,4
TEC-PH-10000141,Clearsounds A400,488.326,-48.8326,11
OFF-ST-10004180,Safco Commercial Shelving,483.704,-7.441600000000009,11
OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,480.70399999999995,-18.1888,16
TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",472.86,-32.2695,17
TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,-14.622499999999985,11
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,467.712,-129.92,20
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,466.004,8.472799999999998,34
TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers,465.64500000000004,36.916,14
FUR-CH-10001146,"Global Task Chair, Black",463.099,-80.4062,12
TEC-AC-10004855,V7 USB Numeric Keypad,461.868,-58.7832,16
OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,457.968,30.044,31
OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.902,-7.041599999999995,14
OFF-ST-10002485,Rogers Deluxe File Chest,443.996,-34.72840000000001,22
TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,443.67999999999995,1.879999999999999,25
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",441.72799999999995,28.257600000000004,19
TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,426.93,43.092,26
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,424.90000000000003,27.19359999999998,6
TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88,29.391599999999997,12
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,413.322,-58.8189,9
OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",406.784,14.300999999999979,13
OFF-ST-10000642,"Tennsco Lockers, Gray",402.81600000000003,-26.43480000000002,22
TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,384.846,-55.9776,18
FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,-48.78,10
OFF-ST-10002301,Tennsco Commercial Shelving,374.256,-48.612600000000015,21
TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.78000000000003,24.805400000000006,26
OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,373.444,16.574199999999998,21
OFF-BI-10003638,GBC Durable Plastic Covers,369.585,14.318999999999999,34
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,369.248,-40.491400000000006,21
TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,367.092,22.43339999999998,13
TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,357.0,23.25,25
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,355.95,5.4239999999999995,22
OFF-BI-10003707,Aluminum Screw Posts,354.032,41.202,41
TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,350.20399999999995,8.7551,13
OFF-ST-10004963,Eldon Gobal File Keepers,348.22,-0.6056000000000212,24
OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,344.724,20.983199999999982,16
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,-42.18000000000001,8
OFF-BI-10002353,GBC VeloBind Cover Sets,342.768,18.528,42
TEC-MA-10000904,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.991,-319.1916,3
TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,341.666,40.196,4
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.83,23.18840000000001,22
TEC-MA-10003066,Wasp CCD Handheld Bar Code Reader,336.51,44.868,3
FUR-FU-10001475,"Contract Clock, 14"", Brown",334.096,29.4532,21
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.8112,8
TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,329.94599999999997,-48.5826,31
TEC-PH-10002817,RCA ViSYS 25425RE1 Corded phone,323.976,36.4473,3
FUR-BO-10003433,Sauder Cornerstone Collection Library,322.192,-81.1676,14
OFF-ST-10000419,"Rogers Jumbo File, Granite",317.772,-4.888800000000006,24
OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.55,-7.105427357601002e-15,15
OFF-BI-10002824,Recycled Easel Ring Binders,308.844,21.634,35
OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36,-20.476799999999997,14
OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,300.14,-7.678000000000007,45
TEC-MA-10000597,Lexmark S315 Color Inkjet Printer,299.97,34.996500000000005,5
FUR-FU-10001057,Tensor Track Tree Floor Lamp,299.85,38.180899999999994,17
OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.20799999999997,-177.22320000000002,9
